#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000145135.1	PRJNA224116	SAMN00189243	ADXQ00000000.1	na	765081	1747	Cutibacterium acnes HL087PA1	strain=HL087PA1		latest	Scaffold	Major	Full	2010/08/10	ASM14513v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/135/GCF_000145135.1_ASM14513v1		
GCF_000145155.1	PRJNA224116	SAMN00189241	ADXT00000000.1	na	765088	1747	Cutibacterium acnes HL083PA2	strain=HL083PA2		latest	Scaffold	Major	Full	2010/08/10	ASM14515v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/155/GCF_000145155.1_ASM14515v1		
GCF_000145175.1	PRJNA224116	SAMN00189198	ADYJ00000000.1	na	765118	1747	Cutibacterium acnes HL007PA1	strain=HL007PA1		latest	Scaffold	Major	Full	2010/08/10	ASM14517v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/175/GCF_000145175.1_ASM14517v1		
GCF_000145195.1	PRJNA224116	SAMN00189215	ADXP00000000.1	na	765072	1747	Cutibacterium acnes HL043PA1	strain=HL043PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14519v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/195/GCF_000145195.1_ASM14519v1		
GCF_000145335.1	PRJNA224116	SAMN00189235	ADXR00000000.1	na	765075	1747	Cutibacterium acnes HL072PA2	strain=HL072PA2		latest	Scaffold	Major	Full	2010/08/16	ASM14533v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/335/GCF_000145335.1_ASM14533v1		
GCF_000145355.1	PRJNA224116	SAMN00189230	ADYE00000000.1	na	765084	1747	Cutibacterium acnes HL060PA1	strain=HL060PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14535v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/355/GCF_000145355.1_ASM14535v1		
GCF_000145375.1	PRJNA224116	SAMN00189238	ADZJ00000000.1	na	765120	1747	Cutibacterium acnes HL082PA1	strain=HL082PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14537v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/375/GCF_000145375.1_ASM14537v1		
GCF_000145435.1	PRJNA224116	SAMN00189246	ADXU00000000.1	na	765086	1747	Cutibacterium acnes HL092PA1	strain=HL092PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14543v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/435/GCF_000145435.1_ASM14543v1		
GCF_000145455.1	PRJNA224116	SAMN00189204	ADXX00000000.1	na	765111	1747	Cutibacterium acnes HL027PA1	strain=HL027PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14545v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/455/GCF_000145455.1_ASM14545v1		
GCF_000145475.1	PRJNA224116	SAMN00189229	ADXS00000000.1	na	765092	1747	Cutibacterium acnes HL059PA2	strain=HL059PA2		latest	Scaffold	Major	Full	2010/08/16	ASM14547v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/475/GCF_000145475.1_ASM14547v1		
GCF_000145495.1	PRJNA224116	SAMN00189210	ADXY00000000.1	na	765108	1747	Cutibacterium acnes HL036PA3	strain=HL036PA3		latest	Scaffold	Major	Full	2010/08/16	ASM14549v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/495/GCF_000145495.1_ASM14549v1		
GCF_000145515.1	PRJNA224116	SAMN00189207	ADXZ00000000.1	na	765104	1747	Cutibacterium acnes HL030PA2	strain=HL030PA2		latest	Scaffold	Major	Full	2010/08/16	ASM14551v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/515/GCF_000145515.1_ASM14551v1		
GCF_000145535.1	PRJNA224116	SAMN00189237	ADZG00000000.1	na	765071	1747	Cutibacterium acnes HL078PA1	strain=HL078PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14553v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/535/GCF_000145535.1_ASM14553v1		
GCF_000145555.1	PRJNA224116	SAMN00189211	ADZI00000000.1	na	765122	1747	Cutibacterium acnes HL037PA1	strain=HL037PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14555v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/555/GCF_000145555.1_ASM14555v1		
GCF_000145575.1	PRJNA224116	SAMN00189199	ADZH00000000.1	na	765069	1747	Cutibacterium acnes HL013PA1	strain=HL013PA1		latest	Scaffold	Major	Full	2010/08/16	ASM14557v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000145575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/575/GCF_000145575.1_ASM14557v1		
GCF_000147145.1	PRJNA224116	SAMN00189244	ADYX00000000.1	na	765082	1747	Cutibacterium acnes HL087PA2	strain=HL087PA2		latest	Scaffold	Major	Full	2010/08/06	ASM14714v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCA_000147145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/145/GCF_000147145.1_ASM14714v1		
GCF_000177395.1	PRJNA224116	SAMN00015387	ADFS00000000.1	na	679194	1747	Cutibacterium acnes J139	strain=J139		latest	Contig	Major	Full	2009/12/30	ASM17739v1	JCVI	GCA_000177395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/395/GCF_000177395.1_ASM17739v1		
GCF_000178055.1	PRJNA224116	SAMN00031757	ADJL00000000.1	na	679195	1747	Cutibacterium acnes J165	strain=J165		latest	Contig	Major	Full	2010/02/18	ASM17805v1	JCVI	GCA_000178055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/055/GCF_000178055.1_ASM17805v1		
GCF_000178075.1	PRJNA224116	SAMN00031756	ADJM00000000.1	na	686659	1747	Cutibacterium acnes SK187	strain=SK187		latest	Contig	Major	Full	2010/02/18	ASM17807v1	JCVI	GCA_000178075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/075/GCF_000178075.1_ASM17807v1		
GCF_000194825.2	PRJNA224116	SAMN02299430	ADWB00000000.1	na	765057	1747	Cutibacterium acnes HL096PA3	strain=HL096PA3		latest	Scaffold	Minor	Full	2011/04/05	ASM19482v2	WUGSC	GCA_000194825.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/825/GCF_000194825.2_ASM19482v2		
GCF_000194845.1	PRJNA224116	SAMN02299429	ADWC00000000.1	na	765058	1747	Cutibacterium acnes HL096PA2	strain=HL096PA2		latest	Scaffold	Major	Full	2011/04/05	ASM19484v1	WUGSC	GCA_000194845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/845/GCF_000194845.1_ASM19484v1		
GCF_000194865.1	PRJNA224116	SAMN02299428	ADWF00000000.1	na	765061	1747	Cutibacterium acnes HL103PA1	strain=HL103PA1		latest	Scaffold	Major	Full	2011/04/05	ASM19486v1	WUGSC	GCA_000194865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/865/GCF_000194865.1_ASM19486v1		
GCF_000194905.1	PRJNA224116	SAMN02299426	ADWI00000000.1	na	765064	1747	Cutibacterium acnes HL097PA1	strain=HL097PA1		latest	Scaffold	Major	Full	2011/04/05	ASM19490v1	WUGSC	GCA_000194905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/905/GCF_000194905.1_ASM19490v1		
GCF_000203995.1	PRJNA224116	SAMN02299427	ADWH00000000.1	na	765063	1747	Cutibacterium acnes HL099PA1	strain=HL099PA1		latest	Scaffold	Major	Full	2011/04/12	ASM20399v1	WUGSC	GCA_000203995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/995/GCF_000203995.1_ASM20399v1		
GCF_000213155.1	PRJNA224116	SAMN02603263		na	909952	1747	Cutibacterium acnes 266	strain=266		latest	Complete Genome	Major	Full	2011/05/11	ASM21315v1	Georg-August-University Goettingen	GCA_000213155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/155/GCF_000213155.1_ASM21315v1		
