#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_003578385.1	PRJNA224116	SAMN06172860	QXRM00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 4830		latest	Contig	Major	Full	2018/09/20	ASM357838v1	University of Calgary	GCA_003578385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/578/385/GCF_003578385.1_ASM357838v1		
GCF_003578405.1	PRJNA224116	SAMN06172856	QXRN00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 3795		latest	Contig	Major	Full	2018/09/20	ASM357840v1	University of Calgary	GCA_003578405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/578/405/GCF_003578405.1_ASM357840v1		
GCF_003578415.1	PRJNA224116	SAMN06172853	QXRO00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 3357		latest	Contig	Major	Full	2018/09/20	ASM357841v1	University of Calgary	GCA_003578415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/578/415/GCF_003578415.1_ASM357841v1		
GCF_003578595.1	PRJNA224116	SAMN06172846	QXRR00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 1319		latest	Contig	Major	Full	2018/09/20	ASM357859v1	University of Calgary	GCA_003578595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/578/595/GCF_003578595.1_ASM357859v1		
GCF_003578625.1	PRJNA224116	SAMN06172843	QXRS00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 807		latest	Contig	Major	Full	2018/09/20	ASM357862v1	University of Calgary	GCA_003578625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/578/625/GCF_003578625.1_ASM357862v1		
GCF_003579065.1	PRJNA224116	SAMN06172850	QXRP00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 2643		latest	Contig	Major	Full	2018/09/20	ASM357906v1	University of Calgary	GCA_003579065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/579/065/GCF_003579065.1_ASM357906v1		
GCF_003579085.1	PRJNA224116	SAMN06172847	QXRQ00000000.1	na	29388	29388	Staphylococcus capitis	strain=SNUC 1642		latest	Contig	Major	Full	2018/09/20	ASM357908v1	University of Calgary	GCA_003579085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/579/085/GCF_003579085.1_ASM357908v1		
GCF_003857115.1	PRJNA224116	SAMN08931093	RCTN00000000.1	na	29388	29388	Staphylococcus capitis	strain=C0756		latest	Scaffold	Major	Full	2018/12/03	ASM385711v1	The University of Queensland	GCA_003857115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/857/115/GCF_003857115.1_ASM385711v1		
GCF_003857145.1	PRJNA224116	SAMN08931095	RCTS00000000.1	na	29388	29388	Staphylococcus capitis	strain=C2784		latest	Scaffold	Major	Full	2018/12/03	ASM385714v1	The University of Queensland	GCA_003857145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/857/145/GCF_003857145.1_ASM385714v1		
GCF_004329465.1	PRJNA224116	SAMN10735325	SCHC00000000.1	na	29388	29388	Staphylococcus capitis	strain=H8		latest	Contig	Major	Full	2019/03/06	ASM432946v1	University of California San Diego	GCA_004329465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/329/465/GCF_004329465.1_ASM432946v1		
GCF_006540355.1	PRJNA224116	SAMN10373493	RIYT00000000.1	na	29388	29388	Staphylococcus capitis	strain=TCR-3		latest	Contig	Major	Full	2019/07/01	ASM654035v1	Teikyo University Institute of Medical Mycology	GCA_006540355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/540/355/GCF_006540355.1_ASM654035v1		
GCF_007667925.1	PRJNA224116	SAMN11792604	VDSB00000000.1	na	29388	29388	Staphylococcus capitis	strain=DE0444		latest	Scaffold	Major	Full	2019/07/30	ASM766792v1	BGI	GCA_007667925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/925/GCF_007667925.1_ASM766792v1		
GCF_007667955.1	PRJNA224116	SAMN11792605	VDSA00000000.1	na	1296619	29388	Staphylococcus capitis CR01	strain=DE0445		latest	Scaffold	Major	Full	2019/07/30	ASM766795v1	BGI	GCA_007667955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/955/GCF_007667955.1_ASM766795v1		
GCF_007667965.1	PRJNA224116	SAMN11792602	VDSC00000000.1	na	29388	29388	Staphylococcus capitis	strain=DE0442		latest	Scaffold	Major	Full	2019/07/30	ASM766796v1	BGI	GCA_007667965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/965/GCF_007667965.1_ASM766796v1		
GCF_007667995.1	PRJNA224116	SAMN11792600	VDSE00000000.1	na	29388	29388	Staphylococcus capitis	strain=DE0440		latest	Scaffold	Major	Full	2019/07/30	ASM766799v1	BGI	GCA_007667995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/995/GCF_007667995.1_ASM766799v1		
GCF_007668005.1	PRJNA224116	SAMN11792601	VDSD00000000.1	na	29388	29388	Staphylococcus capitis	strain=DE0441		latest	Scaffold	Major	Full	2019/07/30	ASM766800v1	BGI	GCA_007668005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/668/005/GCF_007668005.1_ASM766800v1		
GCF_007672395.1	PRJNA224116	SAMN11792587	VDSO00000000.1	na	29388	29388	Staphylococcus capitis	strain=DE0427		latest	Scaffold	Major	Full	2019/07/30	ASM767239v1	BGI	GCA_007672395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/395/GCF_007672395.1_ASM767239v1		
GCF_007672495.1	PRJNA224116	SAMN11792583	VDSR00000000.1	na	29388	29388	Staphylococcus capitis	strain=DE0423		latest	Scaffold	Major	Full	2019/07/30	ASM767249v1	BGI	GCA_007672495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/495/GCF_007672495.1_ASM767249v1		
GCF_007677445.1	PRJNA224116	SAMN11792401	VECR00000000.1	na	72758	29388	Staphylococcus capitis subsp. capitis	strain=DE0241		latest	Scaffold	Major	Full	2019/07/30	ASM767744v1	BGI	GCA_007677445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/445/GCF_007677445.1_ASM767744v1		
GCF_009663495.1	PRJNA224116	SAMN13058796	WHVU00000000.1	na	29388	29388	Staphylococcus capitis	strain=APC2923		latest	Scaffold	Major	Full	2019/11/14	ASM966349v1	APC Microbiome Ireland	GCA_009663495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/663/495/GCF_009663495.1_ASM966349v1		
