#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_001658765.1	PRJNA224116	SAMN04941285	LXRS00000000.1	na	1290	1290	Staphylococcus hominis	strain=LRKNS031		latest	Contig	Major	Full	2016/06/07	ASM165876v1	Universitaetsklinikum Schleswig Holstein Luebeck	GCA_001658765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/765/GCF_001658765.1_ASM165876v1		
GCF_001691635.1	PRJNA224116	SAMN05332129	MAYR00000000.1	na	1290	1290	Staphylococcus hominis	strain=Hudgins		latest	Scaffold	Major	Full	2016/07/21	ASM169163v1	Oklahoma State University	GCA_001691635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/691/635/GCF_001691635.1_ASM169163v1		
GCF_001743355.1	PRJNA224116	SAMN04902360	MIZV00000000.1	na	1290	1290	Staphylococcus hominis	strain=IIF4SC-B9		latest	Scaffold	Major	Full	2016/09/24	ASM174335v1	Jet Propulsion Laboratory, California Institute of Technology	GCA_001743355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/743/355/GCF_001743355.1_ASM174335v1		
GCF_001876405.1	PRJNA224116	SAMN04590065	LWJP00000000.1	na	1290	1290	Staphylococcus hominis	strain=RE2.8		latest	Contig	Major	Full	2016/11/10	ASM187640v1	CSIR-Institute of Microbial Technology	GCA_001876405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/405/GCF_001876405.1_ASM187640v1		
GCF_001876445.1	PRJNA224116	SAMN04590064	LWJO00000000.1	na	1290	1290	Staphylococcus hominis	strain=RE2.7		latest	Contig	Major	Full	2016/11/10	ASM187644v1	CSIR-Institute of Microbial Technology	GCA_001876445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/445/GCF_001876445.1_ASM187644v1		
GCF_001876465.1	PRJNA224116	SAMN04590067	LWJR00000000.1	na	1290	1290	Staphylococcus hominis	strain=RE2.10		latest	Contig	Major	Full	2016/11/10	ASM187646v1	CSIR-Institute of Microbial Technology	GCA_001876465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/876/465/GCF_001876465.1_ASM187646v1		
GCF_001886335.1	PRJNA224116	SAMN05967207	MPNR00000000.1	na	1290	1290	Staphylococcus hominis	strain=BHG17		latest	Contig	Major	Full	2016/11/25	ASM188633v1	Northwest Institute of Plateau Biology, Chinese Academy of Sciences	GCA_001886335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/335/GCF_001886335.1_ASM188633v1		
GCF_002026385.1	PRJNA224116	SAMN04296816	LNTW00000000.1	na	1290	1290	Staphylococcus hominis	strain=MMP2		latest	Scaffold	Major	Full	2017/03/14	ASM202638v1	Karolinska Institutet	GCA_002026385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/026/385/GCF_002026385.1_ASM202638v1		
GCF_002156675.1	PRJNA224116	SAMN06445345	MWPJ00000000.1	na	145391	1290	Staphylococcus hominis subsp. hominis	strain=K1		latest	Contig	Major	Full	2017/05/31	ASM215667v1	CENTER FOR INTERDISCIPLINARY STUDIES IN SCIENCE AND TECHNOLOGY	GCA_002156675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/156/675/GCF_002156675.1_ASM215667v1		
GCF_002276845.1	PRJNA224116	SAMN06718498	NCXB00000000.1	na	1290	1290	Staphylococcus hominis	strain=KR		latest	Contig	Major	Full	2017/08/29	ASM227684v1	SysMilk	GCA_002276845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/276/845/GCF_002276845.1_ASM227684v1		
GCF_002799365.1	PRJNA224116	SAMN08095615	PHKL00000000.1	na	1290	1290	Staphylococcus hominis	strain=SH08_17		latest	Contig	Major	Full	2017/11/29	ASM279936v1	Instituto Adolfo Lutz	GCA_002799365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/799/365/GCF_002799365.1_ASM279936v1		
GCF_002799525.1	PRJNA224116	SAMN08095613	PHKJ00000000.1	na	1290	1290	Staphylococcus hominis	strain=SH04_17		latest	Contig	Major	Full	2017/11/29	ASM279952v1	Instituto Adolfo Lutz	GCA_002799525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/799/525/GCF_002799525.1_ASM279952v1		
GCF_002850375.1	PRJNA224116	SAMN06678637		na	145391	1290	Staphylococcus hominis subsp. hominis	strain=K1		latest	Complete Genome	Major	Full	2018/01/03	ASM285037v1	CENTER FOR INTERDISCIPLINARY STUDIES IN SCIENCE AND TECHNOLOGY	GCA_002850375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/375/GCF_002850375.1_ASM285037v1		
GCF_002860985.1	PRJNA224116	SAMN08193716	PKIP00000000.1	na	1290	1290	Staphylococcus hominis	strain=UMB0272		latest	Scaffold	Major	Full	2017/12/28	ASM286098v1	Loyola University Chicago	GCA_002860985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/985/GCF_002860985.1_ASM286098v1		
GCF_002901845.1	PRJNA224116	SAMN06177160	PPQE00000000.1	na	145391	1290	Staphylococcus hominis subsp. hominis	strain=NCTC 11320		latest	Scaffold	Major	Full	2018/01/27	ASM290184v1	Modernising Medical Microbiology	GCA_002901845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/901/845/GCF_002901845.1_ASM290184v1		assembly from type material
GCF_002902465.1	PRJNA224116	SAMN05978006	PPQX00000000.1	na	145393	1290	Staphylococcus hominis subsp. novobiosepticus	strain=CCUG 42399		latest	Scaffold	Major	Full	2018/01/27	ASM290246v1	Modernising Medical Microbiology	GCA_002902465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/902/465/GCF_002902465.1_ASM290246v1		assembly from type material
GCF_002954105.1	PRJNA224116	SAMN03996281		na	1290	1290	Staphylococcus hominis	strain=FDAARGOS_136		latest	Chromosome	Major	Full	2018/02/01	ASM295410v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002954105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/954/105/GCF_002954105.1_ASM295410v1		
GCF_003042305.1	PRJNA224116	SAMN06173082	PZHW00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 5746		latest	Contig	Major	Full	2018/04/06	ASM304230v1	University of Calgary	GCA_003042305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/305/GCF_003042305.1_ASM304230v1		
GCF_003042335.1	PRJNA224116	SAMN06173081	PZHX00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 5336		latest	Contig	Major	Full	2018/04/06	ASM304233v1	University of Calgary	GCA_003042335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/335/GCF_003042335.1_ASM304233v1		
GCF_003042345.1	PRJNA224116	SAMN06173078	PZHY00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 3404		latest	Contig	Major	Full	2018/04/06	ASM304234v1	University of Calgary	GCA_003042345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/345/GCF_003042345.1_ASM304234v1		
GCF_003042375.1	PRJNA224116	SAMN06173077	PZHZ00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 2694		latest	Contig	Major	Full	2018/04/06	ASM304237v1	University of Calgary	GCA_003042375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/375/GCF_003042375.1_ASM304237v1		
GCF_003042385.1	PRJNA224116	SAMN06173076	PZIA00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 2620		latest	Contig	Major	Full	2018/04/06	ASM304238v1	University of Calgary	GCA_003042385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/385/GCF_003042385.1_ASM304238v1		
GCF_003042465.1	PRJNA224116	SAMN06173075	PZIB00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 2444		latest	Contig	Major	Full	2018/04/06	ASM304246v1	University of Calgary	GCA_003042465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/042/465/GCF_003042465.1_ASM304246v1		
GCF_003043055.1	PRJNA224116	SAMN06173084	PZHV00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 5852		latest	Contig	Major	Full	2018/04/06	ASM304305v1	University of Calgary	GCA_003043055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/043/055/GCF_003043055.1_ASM304305v1		
GCF_003579515.1	PRJNA224116	SAMN06173080	QXVR00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 3870		latest	Contig	Major	Full	2018/09/20	ASM357951v1	University of Calgary	GCA_003579515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/579/515/GCF_003579515.1_ASM357951v1		
GCF_003579635.1	PRJNA224116	SAMN06173085	QXVP00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 4474		latest	Contig	Major	Full	2018/09/20	ASM357963v1	University of Calgary	GCA_003579635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/579/635/GCF_003579635.1_ASM357963v1		
GCF_003579665.1	PRJNA224116	SAMN06173079	QXVS00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 3405		latest	Contig	Major	Full	2018/09/20	ASM357966v1	University of Calgary	GCA_003579665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/579/665/GCF_003579665.1_ASM357966v1		
GCF_003580605.1	PRJNA224116	SAMN06173083	QXVQ00000000.1	na	1290	1290	Staphylococcus hominis	strain=SNUC 5748		latest	Contig	Major	Full	2018/09/20	ASM358060v1	University of Calgary	GCA_003580605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/580/605/GCF_003580605.1_ASM358060v1		
GCF_003716315.1	PRJNA224116	SAMN10359097	RDSL00000000.1	na	1290	1290	Staphylococcus hominis	strain=RIT612		latest	Contig	Major	Full	2018/11/06	ASM371631v1	Rochester Institute of Technology	GCA_003716315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/716/315/GCF_003716315.1_ASM371631v1		
GCF_003812505.1	PRJNA224116	SAMN10163251		representative genome	1290	1290	Staphylococcus hominis	strain=FDAARGOS_575		latest	Complete Genome	Major	Full	2018/11/21	ASM381250v1	US Food and Drug Administration	GCA_003812505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/505/GCF_003812505.1_ASM381250v1		
GCF_004329075.1	PRJNA224116	SAMN10735321	SCHG00000000.1	na	1290	1290	Staphylococcus hominis	strain=A9		latest	Contig	Major	Full	2019/03/06	ASM432907v1	University of California San Diego	GCA_004329075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/329/075/GCF_004329075.1_ASM432907v1		
GCF_007004175.1	PRJNA224116	SAMN12211901	VJML00000000.1	na	1290	1290	Staphylococcus hominis	strain=SDA3		latest	Contig	Major	Full	2019/07/15	ASM700417v1	University of New Hampshire	GCA_007004175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/004/175/GCF_007004175.1_ASM700417v1		
GCF_007004245.1	PRJNA224116	SAMN12211905	VJMN00000000.1	na	1290	1290	Staphylococcus hominis	strain=SDC3		latest	Contig	Major	Full	2019/07/15	ASM700424v1	University of New Hampshire	GCA_007004245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/004/245/GCF_007004245.1_ASM700424v1		
GCF_007004385.1	PRJNA224116	SAMN12211904	VJNI00000000.1	na	1290	1290	Staphylococcus hominis	strain=SDB3		latest	Contig	Major	Full	2019/07/15	ASM700438v1	University of New Hampshire	GCA_007004385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/004/385/GCF_007004385.1_ASM700438v1		
GCF_007004605.1	PRJNA224116	SAMN12211906	VJMX00000000.1	na	1290	1290	Staphylococcus hominis	strain=SDD3		latest	Contig	Major	Full	2019/07/15	ASM700460v1	University of New Hampshire	GCA_007004605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/004/605/GCF_007004605.1_ASM700460v1		
GCF_007671745.1	PRJNA224116	SAMN11792765	VDTS00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0605		latest	Scaffold	Major	Full	2019/07/30	ASM767174v1	BGI	GCA_007671745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/671/745/GCF_007671745.1_ASM767174v1		
GCF_007671825.1	PRJNA224116	SAMN11792748	VDTV00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0588		latest	Scaffold	Major	Full	2019/07/30	ASM767182v1	BGI	GCA_007671825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/671/825/GCF_007671825.1_ASM767182v1		
GCF_007671855.1	PRJNA224116	SAMN11792741	VDTX00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0581		latest	Scaffold	Major	Full	2019/07/30	ASM767185v1	BGI	GCA_007671855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/671/855/GCF_007671855.1_ASM767185v1		
GCF_007672005.1	PRJNA224116	SAMN11792681	VDUF00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0521		latest	Scaffold	Major	Full	2019/07/30	ASM767200v1	BGI	GCA_007672005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/005/GCF_007672005.1_ASM767200v1		
GCF_007672065.1	PRJNA224116	SAMN11792672	VDUG00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0512		latest	Scaffold	Major	Full	2019/07/30	ASM767206v1	BGI	GCA_007672065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/065/GCF_007672065.1_ASM767206v1		
GCF_007672085.1	PRJNA224116	SAMN11792663	VDUI00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0503		latest	Scaffold	Major	Full	2019/07/30	ASM767208v1	BGI	GCA_007672085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/085/GCF_007672085.1_ASM767208v1		
GCF_007672105.1	PRJNA224116	SAMN11792650	VDUK00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0490		latest	Scaffold	Major	Full	2019/07/30	ASM767210v1	BGI	GCA_007672105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/105/GCF_007672105.1_ASM767210v1		
GCF_007672115.1	PRJNA224116	SAMN11792671	VDUH00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0511		latest	Scaffold	Major	Full	2019/07/30	ASM767211v1	BGI	GCA_007672115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/115/GCF_007672115.1_ASM767211v1		
GCF_007672165.1	PRJNA224116	SAMN11792648	VDUL00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0488		latest	Scaffold	Major	Full	2019/07/30	ASM767216v1	BGI	GCA_007672165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/165/GCF_007672165.1_ASM767216v1		
GCF_007672225.1	PRJNA224116	SAMN11792617	VDUP00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0457		latest	Scaffold	Major	Full	2019/07/30	ASM767222v1	BGI	GCA_007672225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/225/GCF_007672225.1_ASM767222v1		
GCF_007672245.1	PRJNA224116	SAMN11792607	VDUQ00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0447		latest	Scaffold	Major	Full	2019/07/30	ASM767224v1	BGI	GCA_007672245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/245/GCF_007672245.1_ASM767224v1		
GCF_007672435.1	PRJNA224116	SAMN11792585	VDUU00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0425		latest	Scaffold	Major	Full	2019/07/30	ASM767243v1	BGI	GCA_007672435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/435/GCF_007672435.1_ASM767243v1		
GCF_007672535.1	PRJNA224116	SAMN11792579	VDUV00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0419		latest	Scaffold	Major	Full	2019/07/30	ASM767253v1	BGI	GCA_007672535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/672/535/GCF_007672535.1_ASM767253v1		
GCF_007676475.1	PRJNA224116	SAMN11792540	VEJW00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0380		latest	Scaffold	Major	Full	2019/07/30	ASM767647v1	BGI	GCA_007676475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/475/GCF_007676475.1_ASM767647v1		
GCF_007676505.1	PRJNA224116	SAMN11792539	VEJX00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0379		latest	Scaffold	Major	Full	2019/07/30	ASM767650v1	BGI	GCA_007676505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/505/GCF_007676505.1_ASM767650v1		
GCF_007676535.1	PRJNA224116	SAMN11792528	VEJZ00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0368		latest	Scaffold	Major	Full	2019/07/30	ASM767653v1	BGI	GCA_007676535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/535/GCF_007676535.1_ASM767653v1		
GCF_007676545.1	PRJNA224116	SAMN11792538	VEJY00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0378		latest	Scaffold	Major	Full	2019/07/30	ASM767654v1	BGI	GCA_007676545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/545/GCF_007676545.1_ASM767654v1		
GCF_007676585.1	PRJNA224116	SAMN11792497	VEKF00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0337		latest	Scaffold	Major	Full	2019/07/30	ASM767658v1	BGI	GCA_007676585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/585/GCF_007676585.1_ASM767658v1		
GCF_007678465.1	PRJNA224116	SAMN11792325	VEEQ00000000.1	na	1290	1290	Staphylococcus hominis	strain=DE0165		latest	Scaffold	Major	Full	2019/07/30	ASM767846v1	BGI	GCA_007678465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/465/GCF_007678465.1_ASM767846v1		
