#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000260295.1	PRJNA224116	SAMN00116887	AGUB00000000.1	na	904325	1282	Staphylococcus epidermidis VCU071	strain=VCU071		latest	Contig	Major	Full	2011/12/22	ASM26029v1	J. Craig Venter Institute	GCA_000260295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/295/GCF_000260295.1_ASM26029v1		
GCF_000275965.1	PRJNA224116	SAMN00993392	AKHL00000000.1	na	1155130	1282	Staphylococcus epidermidis NIH051475	strain=NIH051475		latest	Contig	Major	Full	2012/07/09	ASM27596v1	NIH-NISC	GCA_000275965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/965/GCF_000275965.1_ASM27596v1		
GCF_000275985.2	PRJNA224116	SAMN00993214	AKHK00000000.1	na	1155131	1282	Staphylococcus epidermidis NIH051668	strain=NIH051668		latest	Contig	Major	Full	2012/07/09	ASM27598v2	NIH-NISC	GCA_000275985.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/985/GCF_000275985.2_ASM27598v2		
GCF_000276005.1	PRJNA224116	SAMN00993757	AKHJ00000000.1	na	1155132	1282	Staphylococcus epidermidis NIH04003	strain=NIH04003		latest	Contig	Major	Full	2012/07/09	ASM27600v1	NIH-NISC	GCA_000276005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/005/GCF_000276005.1_ASM27600v1		
GCF_000276025.1	PRJNA224116	SAMN00993648	AKHI00000000.1	na	1155133	1282	Staphylococcus epidermidis NIH05003	strain=NIH05003		latest	Contig	Major	Full	2012/07/09	ASM27602v1	NIH-NISC	GCA_000276025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/025/GCF_000276025.1_ASM27602v1		
GCF_000276045.1	PRJNA224116	SAMN00993391	AKHH00000000.1	na	1155134	1282	Staphylococcus epidermidis NIH06004	strain=NIH06004		latest	Contig	Major	Full	2012/07/09	ASM27604v1	NIH-NISC	GCA_000276045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/045/GCF_000276045.1_ASM27604v1		
GCF_000276065.1	PRJNA224116	SAMN00993450	AKHG00000000.1	na	1155135	1282	Staphylococcus epidermidis NIH08001	strain=NIH08001		latest	Contig	Major	Full	2012/07/09	ASM27606v1	NIH-NISC	GCA_000276065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/065/GCF_000276065.1_ASM27606v1		
GCF_000276085.1	PRJNA224116	SAMN00993294	AKHF00000000.1	na	979222	1282	Staphylococcus epidermidis NIH04008	strain=NIH04008		latest	Contig	Major	Full	2012/07/09	ASM27608v1	NISC - NIH Intramural Sequencing Center	GCA_000276085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/085/GCF_000276085.1_ASM27608v1		
GCF_000276105.1	PRJNA224116	SAMN00993295	AKHE00000000.1	na	979221	1282	Staphylococcus epidermidis NIH05001	strain=NIH05001		latest	Contig	Major	Full	2012/07/09	ASM27610v1	NISC - NIH Intramural Sequencing Center	GCA_000276105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/105/GCF_000276105.1_ASM27610v1		
GCF_000276125.1	PRJNA224116	SAMN00993293	AKHD00000000.1	na	979220	1282	Staphylococcus epidermidis NIH05005	strain=NIH05005		latest	Contig	Major	Full	2012/07/09	ASM27612v1	NISC - NIH Intramural Sequencing Center	GCA_000276125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/125/GCF_000276125.1_ASM27612v1		
GCF_000276145.1	PRJNA224116	SAMN00993289	AKHC00000000.1	na	979219	1282	Staphylococcus epidermidis NIHLM001	strain=NIHLM001		latest	Contig	Major	Full	2012/07/09	ASM27614v1	NISC - NIH Intramural Sequencing Center	GCA_000276145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/145/GCF_000276145.1_ASM27614v1		
GCF_000276165.1	PRJNA224116	SAMN00993288	AKHB00000000.1	na	979218	1282	Staphylococcus epidermidis NIHLM003	strain=NIHLM003		latest	Contig	Major	Full	2012/07/09	ASM27616v1	NISC - NIH Intramural Sequencing Center	GCA_000276165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/165/GCF_000276165.1_ASM27616v1		
GCF_000276185.1	PRJNA224116	SAMN00993290	AKHA00000000.1	na	979217	1282	Staphylococcus epidermidis NIHLM008	strain=NIHLM008		latest	Contig	Major	Full	2012/07/09	ASM27618v1	NISC - NIH Intramural Sequencing Center	GCA_000276185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/185/GCF_000276185.1_ASM27618v1		
GCF_000276205.1	PRJNA224116	SAMN00993292	AKGZ00000000.1	na	979216	1282	Staphylococcus epidermidis NIHLM015	strain=NIHLM015		latest	Contig	Major	Full	2012/07/09	ASM27620v1	NISC - NIH Intramural Sequencing Center	GCA_000276205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/205/GCF_000276205.1_ASM27620v1		
GCF_000276225.1	PRJNA224116	SAMN00993287	AKGY00000000.1	na	979215	1282	Staphylococcus epidermidis NIHLM018	strain=NIHLM018		latest	Contig	Major	Full	2012/07/09	ASM27622v1	NISC - NIH Intramural Sequencing Center	GCA_000276225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/225/GCF_000276225.1_ASM27622v1		
GCF_000276245.1	PRJNA224116	SAMN00993286	AKGX00000000.1	na	979214	1282	Staphylococcus epidermidis NIHLM031	strain=NIHLM031		latest	Contig	Major	Full	2012/07/09	ASM27624v1	NISC - NIH Intramural Sequencing Center	GCA_000276245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/245/GCF_000276245.1_ASM27624v1		
GCF_000276265.1	PRJNA224116	SAMN00993291	AKGW00000000.1	na	979213	1282	Staphylococcus epidermidis NIHLM020	strain=NIHLM020		latest	Contig	Major	Full	2012/07/09	ASM27626v1	NISC - NIH Intramural Sequencing Center	GCA_000276265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/265/GCF_000276265.1_ASM27626v1		
GCF_000276285.1	PRJNA224116	SAMN00993238	AKGV00000000.1	na	979212	1282	Staphylococcus epidermidis NIHLM021	strain=NIHLM021		latest	Contig	Major	Full	2012/07/09	ASM27628v1	NISC - NIH Intramural Sequencing Center	GCA_000276285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/285/GCF_000276285.1_ASM27628v1		
GCF_000276305.1	PRJNA224116	SAMN00993233	AKGU00000000.1	na	979211	1282	Staphylococcus epidermidis NIHLM023	strain=NIHLM023		latest	Contig	Major	Full	2012/07/09	ASM27630v1	NISC - NIH Intramural Sequencing Center	GCA_000276305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/305/GCF_000276305.1_ASM27630v1		
GCF_000276325.1	PRJNA224116	SAMN00993246	AKGT00000000.1	na	979210	1282	Staphylococcus epidermidis NIHLM037	strain=NIHLM037		latest	Contig	Major	Full	2012/07/09	ASM27632v1	NISC - NIH Intramural Sequencing Center	GCA_000276325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/325/GCF_000276325.1_ASM27632v1		
GCF_000276345.1	PRJNA224116	SAMN00993248	AKGS00000000.1	na	979209	1282	Staphylococcus epidermidis NIHLM039	strain=NIHLM039		latest	Contig	Major	Full	2012/07/09	ASM27634v1	NISC - NIH Intramural Sequencing Center	GCA_000276345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/345/GCF_000276345.1_ASM27634v1		
GCF_000276365.1	PRJNA224116	SAMN00993236	AKGR00000000.1	na	979208	1282	Staphylococcus epidermidis NIHLM040	strain=NIHLM040		latest	Contig	Major	Full	2012/07/09	ASM27636v1	NISC - NIH Intramural Sequencing Center	GCA_000276365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/365/GCF_000276365.1_ASM27636v1		
GCF_000276385.1	PRJNA224116	SAMN00993261	AKGQ00000000.1	na	979207	1282	Staphylococcus epidermidis NIHLM049	strain=NIHLM049		latest	Contig	Major	Full	2012/07/09	ASM27638v1	NISC - NIH Intramural Sequencing Center	GCA_000276385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/385/GCF_000276385.1_ASM27638v1		
GCF_000276405.1	PRJNA224116	SAMN00993262	AKGP00000000.1	na	979206	1282	Staphylococcus epidermidis NIHLM053	strain=NIHLM053		latest	Contig	Major	Full	2012/07/09	ASM27640v1	NISC - NIH Intramural Sequencing Center	GCA_000276405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/405/GCF_000276405.1_ASM27640v1		
GCF_000276425.1	PRJNA224116	SAMN00993232	AKGO00000000.1	na	979205	1282	Staphylococcus epidermidis NIHLM057	strain=NIHLM057		latest	Contig	Major	Full	2012/07/09	ASM27642v1	NISC - NIH Intramural Sequencing Center	GCA_000276425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/425/GCF_000276425.1_ASM27642v1		
GCF_000276445.1	PRJNA224116	SAMN00993260	AKGN00000000.1	na	979204	1282	Staphylococcus epidermidis NIHLM061	strain=NIHLM061		latest	Contig	Major	Full	2012/07/09	ASM27644v1	NISC - NIH Intramural Sequencing Center	GCA_000276445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/445/GCF_000276445.1_ASM27644v1		
GCF_000276465.1	PRJNA224116	SAMN00993237	AKGM00000000.1	na	979203	1282	Staphylococcus epidermidis NIHLM067	strain=NIHLM067		latest	Contig	Major	Full	2012/07/09	ASM27646v1	NISC - NIH Intramural Sequencing Center	GCA_000276465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/465/GCF_000276465.1_ASM27646v1		
GCF_000276505.1	PRJNA224116	SAMN00991849	AKGK00000000.1	na	979201	1282	Staphylococcus epidermidis NIHLM087	strain=NIHLM087		latest	Contig	Major	Full	2012/07/09	ASM27650v1	NISC - NIH Intramural Sequencing Center	GCA_000276505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/505/GCF_000276505.1_ASM27650v1		
GCF_000276525.1	PRJNA224116	SAMN00991848	AKGJ00000000.1	na	979200	1282	Staphylococcus epidermidis NIHLM088	strain=NIHLM088		latest	Contig	Major	Full	2012/07/09	ASM27652v1	NISC - NIH Intramural Sequencing Center	GCA_000276525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/525/GCF_000276525.1_ASM27652v1		
GCF_000276545.1	PRJNA224116	SAMN00991838	AKGI00000000.1	na	979199	1282	Staphylococcus epidermidis NIHLM095	strain=NIHLM095		latest	Contig	Major	Full	2012/07/09	ASM27654v1	NISC - NIH Intramural Sequencing Center	GCA_000276545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/545/GCF_000276545.1_ASM27654v1		
GCF_000304575.1	PRJNA224116	SAMN02471330	AMSJ00000000.1	na	1235440	1282	Staphylococcus epidermidis 12142587	strain=12142587		latest	Contig	Major	Full	2012/10/09	ASM30457v1	URMITE	GCA_000304575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/575/GCF_000304575.1_ASM30457v1		
GCF_000308395.1	PRJNA224116	SAMN01103171	AMCS00000000.1	na	1220510	1282	Staphylococcus epidermidis AU12-03	strain=AU12-03		latest	Contig	Major	Full	2012/09/24	ASM30839v1	Griffith University	GCA_000308395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/395/GCF_000308395.1_ASM30839v1		
GCF_000314715.2	PRJNA224116	SAMN02463887	AGZV00000000.1	na	883130	1282	Staphylococcus epidermidis BVS058A4	strain=BVS058A4		latest	Scaffold	Major	Full	2013/02/06	Stap_epid_BVS058A4_V1	Broad Institute	GCA_000314715.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/715/GCF_000314715.2_Stap_epid_BVS058A4_V1		
GCF_000362145.1	PRJNA224116	SAMN01047814	AOAJ00000000.1	na	1213731	1282	Staphylococcus epidermidis M0881	strain=M0881		latest	Scaffold	Major	Full	2013/04/12	Stap_aure_M0881_V1	Broad Institute	GCA_000362145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/362/145/GCF_000362145.1_Stap_aure_M0881_V1		
GCF_000410915.1	PRJNA224116	SAMN02471389	ARWU00000000.1	na	1327991	1282	Staphylococcus epidermidis UC7032	strain=UC7032		latest	Contig	Major	Full	2013/06/13	1st assembly	Universita Cattolica del Sacro Cuore	GCA_000410915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/410/915/GCF_000410915.1_1st_assembly		
GCF_000417945.2	PRJNA224116	SAMN02470520	ATCU00000000.2	na	1345000	1282	Staphylococcus epidermidis APO27	strain=APO27		latest	Contig	Major	Full	2013/11/26	APO27_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000417945.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/945/GCF_000417945.2_APO27_v2		
GCF_000417965.2	PRJNA224116	SAMN02470527	ATCV00000000.2	na	1344999	1282	Staphylococcus epidermidis APO35	strain=APO35		latest	Contig	Major	Full	2013/11/07	APO35.v2	Max-Planck-Institute for Evolutionary Biology	GCA_000417965.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/965/GCF_000417965.2_APO35.v2		
GCF_000417985.2	PRJNA224116	SAMN02470515	ATCW00000000.2	na	1344998	1282	Staphylococcus epidermidis CIM40	strain=CIM40		latest	Contig	Major	Full	2013/11/26	CIM40_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000417985.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/417/985/GCF_000417985.2_CIM40_v2		
GCF_000418005.2	PRJNA224116	SAMN02470526	ATCZ00000000.2	na	1344995	1282	Staphylococcus epidermidis MC28	strain=MC28		latest	Contig	Major	Full	2013/11/26	MC28_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000418005.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/005/GCF_000418005.2_MC28_v2		
GCF_000418025.2	PRJNA224116	SAMN02470517	ATDA00000000.2	na	1344994	1282	Staphylococcus epidermidis Scl19	strain=Scl19		latest	Scaffold	Major	Full	2013/11/27	SCL19_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000418025.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/025/GCF_000418025.2_SCL19_v2		
GCF_000418045.1	PRJNA224116	SAMN02470518	ATDB00000000.1	na	1344993	1282	Staphylococcus epidermidis Scl22	strain=Scl22		latest	Scaffold	Major	Full	2013/07/03	Scl22	Max-Planck-Institute for Evolutionary Biology	GCA_000418045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/045/GCF_000418045.1_Scl22		
GCF_000418065.2	PRJNA224116	SAMN02470524	ATDC00000000.2	na	1344992	1282	Staphylococcus epidermidis Scl25	strain=Scl25		latest	Scaffold	Major	Full	2013/11/21	SCL25_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000418065.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/065/GCF_000418065.2_SCL25_v2		
GCF_000418085.2	PRJNA224116	SAMN02470525	ATDD00000000.2	na	1344991	1282	Staphylococcus epidermidis Scl31	strain=Scl31		latest	Scaffold	Major	Full	2013/11/21	SCL31_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000418085.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/085/GCF_000418085.2_SCL31_v2		
GCF_000418105.2	PRJNA224116	SAMN02470522	ATDE00000000.2	na	1344990	1282	Staphylococcus epidermidis CIM37	strain=CIM37		latest	Contig	Major	Full	2013/11/21	CIM37_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000418105.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/105/GCF_000418105.2_CIM37_v2		
GCF_000418125.2	PRJNA224116	SAMN02470523	ATDF00000000.2	na	1344989	1282	Staphylococcus epidermidis CIM28	strain=CIM28		latest	Scaffold	Major	Full	2013/11/07	CIM28_v2	Max-Planck-Institute for Evolutionary Biology	GCA_000418125.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/418/125/GCF_000418125.2_CIM28_v2		
